date,tweet_processed,score,sentiment
4/13/2018,reliance jio plans to raise million from japanese banks reliance infrastructure astaldi jv wins rs crore contract from mumbai metro buzzingstocks reliance industries shares gain on acquisition of ai based education platform embibe ,0.9578,1
4/19/2018,reliance power q net rises ,0,1
4/20/2018,reliance general profit rises to rs cr in fy ,0.9186,1
4/23/2018,reliance infrastructure q net rises to rs crore nclat adjourns hearing on reliance infratel asset sale to may ,0.3612,1
4/26/2018,reliance industries q earnings on april here are factors to watch out for reliance jio to hire about people in fy official ,0,1
4/27/2018,reliance industries crosses rs mark ahead of q earnings here are factors to watch out for ,0,1
4/28/2018,reliance jio to hire about people in fy ,0,1
4/30/2018,reliance amc rising inflows make it an attractive medium to long term bet ,0.4404,1
5/7/2018,reliance infra astaldi jv bags rs crore versova bandra sea link project in mumbai reliance infrastructure gains as jv bags versova bandra sea link project buzzingstocks,0.34,1
5/10/2018,blackrock leads race to acquire idfc amc reliance mf out of fray via himadribuch ,0,1
5/11/2018,idea reliance communication down after jio enters postpaid market ,0,1
5/13/2018,vijaya bank tags reliance naval as npa from march quarter ,0,1
5/15/2018,stocks in the news today pnb vedanta hul reliance infra dabur dhfl pnc infra ,0,1
5/16/2018,shares of reliance communications slipped nearly intraday wednesday ,0.296,1
5/17/2018,reliance power exists tiaiya umpp for rs crore reliance communications jumps as firm mulls moving nclat against nclt order based on ericsson plea ,0.9186,1
5/18/2018,reliance communications settlement with ericsson over dues unlikely for now sources ,0,1
5/22/2018,reliance communications moves nclat challenging order allowing plea for its insolvency ,0.1531,1
5/25/2018,reliance nippon life amc appoints kinjal desai as fund manager for overseas investments see nifty at fresh record high in fy quality stocks available post correction reliance sec see nifty at fresh record high in fy quality stocks available post correction reliance sec ,0.9872,1
5/28/2018,watch reliance ent imtiaz ali join hands for movie production reliance entertainment imtiaz ali ink pact for movie production ,0.6124,1
5/29/2018,rcom surges after arm reliance infratel reaches settlement with minority investors ,0.0516,1
6/1/2018,broking firm sees on reliance home finance initiates coverage with buy ,0.9186,1
6/7/2018,reliance aims to raise consumer businesses profits ,0.4404,1
6/11/2018,column midcap recovery likely from cement realty auto top bets from reliance securities ,0.4588,1
6/14/2018,reliance mutual fund extends maturity of income schemes to august reliance communications group head count falls ,-0.91,-1
6/15/2018,reliance nivesh lakshya fund an open ended debt fund to be launched on june ,-0.25,-1
6/19/2018,reliance jio now offering gb data per day unlimited calls for rs ,0,1
6/20/2018,reliance securities bets on these quality names for the long term ,0.296,1
6/28/2018,with falling interest rates reliance nivesh lakshya becomes a good investment option watch now to know more ,0.6486,1
6/29/2018,reliance communications gains on settlement agreement between infratel amp hsbc reliance infratel hsbc daisy submit settlement agreement nclat dispose of case ,0.8316,1
6/30/2018,apple to reportedly get its oled displays from lg to reduce reliance on samsung ,0,1
7/5/2018, rilagm interesting fact about the amount reliance industries pays in taxes mukeshambani reliancejio flameoftruth reliance promises a golden decade in st rilagm analysts maintain buy rating reliance jiophone vs jiophone here s what s new in the latest reliancejio smart phone launched by mukeshambani at rilagm reliance industries turns flat post agm telecom amp cable tv stocks bleed up to reliance launches fixed line jiogigafiber registrations open on august know more reliancejio rilagm reliance jiophone to have whatsapp facebook and youtube rilagm reliancejio consumer staples discretionary better placed than rural consumption reliance mf rilagm reliance industries profit rises to rs crore jio users double in months idea slips as reliance jio doubles customer base to million rilagm ril stock gains ahead of its st agm arm reliance brands buys stake in future rilagm reliance agm live ril may commercially launch broadband service jiofiber rilagm will a probable reliance retail ipo unlock value for ril s shareholders what to expect from reliance industries st agm today rilagm,0.9907,1
7/6/2018,reliance jio s fibre broadband to come with set top box for tv jiogigafibre,0.2023,1
7/9/2018,reliance infra s mumbai power business transfer only after recovery ,0,1
7/12/2018, earningswithmc reliance industries hits bn market cap goldmansachs sees further upmove this could be due to an aggressive plan announced in the rilagm and ahead of ril s june quarter earnings reliance m cap hits all time high of billion goldman sachs sees further upmove ,0.9081,1
7/13/2018,reliance industries market cap breaches rs lakh crore mark vakrangee gains on alliance with reliance nippon life asset management ,0.5994,1
7/17/2018,avoid penny stock stick to quality firms generating positive cash flows reliance securities ,0.5574,1
7/20/2018,a good surge in midcaps defensives as well as index heavyweights such as reliance industries ensured that the market managed to end the week on a positive note with the nifty closing well above reliance industries hits record high gains in last one year reliance,0.9788,1
7/21/2018,reliance power net rises to rs cr in apr jun quarter ,0,1
7/25/2018, earningswithmc reliance nippon amc q net profit rises to rs cr the government has moved delhi high court to enforce a usd billion recovery from reliance industries shell and ongc reliance industries is setting up its own production house to develop original web series and short films for jio customers ,0.9805,1
7/26/2018, earningswithmc reliance industries to report q earnings on july key factors to watch out for ,0,1
7/27/2018, earningswithmc all key highlights from reliance industries q fy numbers read here rilresults it is very easy to sit on a decision when it is not your money justice vibhu bakhru told the centre giving it wks to file an affidavit indicating its stand on reliance power ltd s plea for release of its bank guarantee worth about rs crore earningswithmc reliance industries q fy reliance jio reports revenue of rs crore ebitda stands at rs crore growth of reliancejio s avg revenue per user is at rs read rilresults ril reliancejio earningswithmc reliance industries q fy consumer activity at reliancejio grew substantially with average monthly consumption of gb data hours of video and minutes of voice per user rilresults ril flameoftruth earningswithmc reliance industries q fy retail business ebit jumps to a record rs crore rilresults ril flameoftruth earningswithmc reliance industries posts record quarterly net profit for q fy of rs crore up rilresults ril reliancejio ,0.9865,1
7/31/2018,reliance industries ril market cap now more than post q fy earnings read more rilresults reliance industries ltd today regained its status as the country s most valued firm by market capitalisation replacing tata group s from the top slot ,0.6115,1
8/2/2018, inpics after jiopaymentsbank theofficialsbi signs mou with ril in the presence of sbi chiarman rajnish kumar and reliance s mukesh ambani sbi yono app will now be integrated with reliancejio s myjio mobile app more details on the mou here theofficialsbi reliancejio breaking on jiopaymentsbank sbi yono to integrate with reliance myjio platform theofficialsbi reliancejio breaking on jiopaymentsbank reliance and sbi sign mou to bring next generation bilateral experience with exclusive digital banking payments and commerce journeys for customers theofficialsbi reliancejio,0.128,1
8/3/2018, earningswithmc stocktipsonmc reliance nippon amc q re rating in store attractive buy india to appeal arbitration ruling on reliance ongc dispute ,0.9217,1
8/5/2018,reliance securities sees resistance for nifty around can initiate longs on two wheeler stocks ,0.5994,1
8/12/2018,reliance says rafale contract received from dassault not defence ministry ,-0.0762,-1
8/15/2018,reliance brands buys additional stake in genesis colors for rs cr ,0,1
8/17/2018,with emerging technologies many foreign banks are cutting reliance on third parties for technology and have set up global in house centres find out how it is affecting the it cos for which its key fortunes has been the banking domain ,0.296,1
8/23/2018,at hrs reliance industries was quoting at rs up rs or percent on the it has touched a week high of rs ,0.9186,1
8/27/2018,this decision could be aimed at combating intense competition from reliance retail amazon and walmart ,0.25,1
9/3/2018,reliance infrastructure wins rs crore arbitration against nhai company ,0.5719,1
9/6/2018,december target for nifty at k see pharma as a good turnaround play says rajeev srivastava of reliance securities ,0.8481,1
9/10/2018, reliance mf will appoint anand devendra gupta as fund manager of reliance arbitrage fund with effect from september the fund house said in an addendum gupta will replace payal wadhwa kaipunjal rupee likely to consolidate around dollar firms with high forex debt to see earnings erosion says naveen kulkarni of reliance securities ,0.9136,1
9/11/2018,reliance home finance gains on strong june quarter numbers ,0.6908,1
9/18/2018,billionaire anil ambani tuesday announced that the cash strapped reliance communications will be completely exiting the telecom business to concentrate on real estate in future ,0,1
